control,count,fold,support,variant
causal_contextual_topk1_control,6,2,9,current_past_no_position
causal_contextual_topk1_control,4,2,22,current_past_no_position
causal_contextual_topk1_control,3,2,12,current_past_no_position
causal_contextual_topk1_control,3,2,21,current_past_no_position
causal_contextual_topk1_control,3,2,3,current_past_no_position
causal_contextual_topk1_control,2,2,10,current_past_no_position
causal_contextual_topk1_control,2,2,17,current_past_no_position
causal_contextual_topk1_control,2,2,18,current_past_no_position
causal_contextual_topk1_control,2,2,6,current_past_no_position
causal_contextual_topk1_control,1,2,0,current_past_no_position
causal_contextual_topk1_control,1,2,13,current_past_no_position
causal_contextual_topk1_control,1,2,14,current_past_no_position
causal_contextual_topk1_control,1,2,15,current_past_no_position
causal_contextual_topk1_control,1,2,2,current_past_no_position
causal_contextual_topk1_control,1,2,23,current_past_no_position
causal_contextual_topk1_control,1,2,4,current_past_no_position
causal_contextual_topk1_control,1,2,5,current_past_no_position
causal_contextual_topk1_control,1,2,7,current_past_no_position
causal_contextual_topk1_control,1,2,8,current_past_no_position
causal_contextual_topk1_control,15,2,14,current_hidden_only
causal_contextual_topk1_control,7,2,11,current_hidden_only
causal_contextual_topk1_control,5,2,12,current_hidden_only
causal_contextual_topk1_control,5,2,17,current_hidden_only
causal_contextual_topk1_control,5,2,20,current_hidden_only
causal_contextual_topk1_control,5,2,3,current_hidden_only
causal_contextual_topk1_control,5,2,9,current_hidden_only
causal_contextual_topk1_control,4,2,7,current_hidden_only
causal_contextual_topk1_control,3,2,13,current_hidden_only
causal_contextual_topk1_control,2,2,10,current_hidden_only
causal_contextual_topk1_control,2,2,22,current_hidden_only
causal_contextual_topk1_control,1,2,0,current_hidden_only
causal_contextual_topk1_control,1,2,1,current_hidden_only
causal_contextual_topk1_control,1,2,16,current_hidden_only
causal_contextual_topk1_control,1,2,18,current_hidden_only
causal_contextual_topk1_control,1,2,6,current_hidden_only
causal_contextual_topk1_control,1,2,8,current_hidden_only
causal_contextual_topk1_control,21,2,17,position_only
causal_contextual_topk1_control,15,2,6,position_only
causal_contextual_topk1_control,14,2,7,position_only
causal_contextual_topk1_control,5,2,21,position_only
causal_contextual_topk1_control,4,2,5,position_only
causal_contextual_topk1_control,2,2,10,position_only
causal_contextual_topk1_control,1,2,0,position_only
causal_contextual_topk1_control,1,2,12,position_only
causal_contextual_topk1_control,1,2,18,position_only
causal_contextual_topk1_control,11,2,11,past_context_only
causal_contextual_topk1_control,6,2,17,past_context_only
causal_contextual_topk1_control,6,2,20,past_context_only
causal_contextual_topk1_control,5,2,3,past_context_only
causal_contextual_topk1_control,4,2,10,past_context_only
causal_contextual_topk1_control,4,2,13,past_context_only
causal_contextual_topk1_control,4,2,6,past_context_only
causal_contextual_topk1_control,4,2,9,past_context_only
causal_contextual_topk1_control,3,2,12,past_context_only
causal_contextual_topk1_control,3,2,21,past_context_only
causal_contextual_topk1_control,2,2,1,past_context_only
causal_contextual_topk1_control,2,2,22,past_context_only
causal_contextual_topk1_control,2,2,7,past_context_only
causal_contextual_topk1_control,1,2,0,past_context_only
causal_contextual_topk1_control,1,2,14,past_context_only
causal_contextual_topk1_control,1,2,15,past_context_only
causal_contextual_topk1_control,1,2,16,past_context_only
causal_contextual_topk1_control,1,2,18,past_context_only
causal_contextual_topk1_control,1,2,19,past_context_only
causal_contextual_topk1_control,1,2,23,past_context_only
causal_contextual_topk1_control,1,2,5,past_context_only
promoted_contextual_topk2,6,3,"19,13",actual_full_context
promoted_contextual_topk2,3,3,"7,13",actual_full_context
promoted_contextual_topk2,3,3,"8,1",actual_full_context
promoted_contextual_topk2,2,3,"0,13",actual_full_context
promoted_contextual_topk2,2,3,"0,3",actual_full_context
promoted_contextual_topk2,2,3,"0,7",actual_full_context
promoted_contextual_topk2,2,3,"1,13",actual_full_context
promoted_contextual_topk2,2,3,"11,1",actual_full_context
promoted_contextual_topk2,2,3,"13,0",actual_full_context
promoted_contextual_topk2,2,3,"16,11",actual_full_context
promoted_contextual_topk2,2,3,"18,13",actual_full_context
promoted_contextual_topk2,2,3,"3,23",actual_full_context
promoted_contextual_topk2,2,3,"4,1",actual_full_context
promoted_contextual_topk2,2,3,"6,1",actual_full_context
promoted_contextual_topk2,2,3,"7,1",actual_full_context
promoted_contextual_topk2,1,3,"0,6",actual_full_context
promoted_contextual_topk2,1,3,"10,13",actual_full_context
promoted_contextual_topk2,1,3,"11,6",actual_full_context
promoted_contextual_topk2,1,3,"13,9",actual_full_context
promoted_contextual_topk2,1,3,"14,4",actual_full_context
promoted_contextual_topk2,1,3,"14,7",actual_full_context
promoted_contextual_topk2,1,3,"15,1",actual_full_context
promoted_contextual_topk2,1,3,"15,18",actual_full_context
promoted_contextual_topk2,1,3,"15,6",actual_full_context
promoted_contextual_topk2,1,3,"16,1",actual_full_context
promoted_contextual_topk2,1,3,"16,4",actual_full_context
promoted_contextual_topk2,1,3,"18,20",actual_full_context
promoted_contextual_topk2,1,3,"18,23",actual_full_context
promoted_contextual_topk2,1,3,"2,1",actual_full_context
promoted_contextual_topk2,1,3,"21,7",actual_full_context
promoted_contextual_topk2,1,3,"22,18",actual_full_context
promoted_contextual_topk2,1,3,"22,5",actual_full_context
promoted_contextual_topk2,1,3,"23,1",actual_full_context
promoted_contextual_topk2,1,3,"23,13",actual_full_context
promoted_contextual_topk2,1,3,"3,0",actual_full_context
promoted_contextual_topk2,1,3,"3,8",actual_full_context
promoted_contextual_topk2,1,3,"4,13",actual_full_context
promoted_contextual_topk2,1,3,"4,14",actual_full_context
promoted_contextual_topk2,1,3,"5,3",actual_full_context
promoted_contextual_topk2,1,3,"6,13",actual_full_context
promoted_contextual_topk2,1,3,"6,19",actual_full_context
promoted_contextual_topk2,1,3,"6,2",actual_full_context
promoted_contextual_topk2,1,3,"6,3",actual_full_context
promoted_contextual_topk2,4,3,"19,13",causal_current_past_position
promoted_contextual_topk2,3,3,"7,1",causal_current_past_position
promoted_contextual_topk2,2,3,"0,13",causal_current_past_position
promoted_contextual_topk2,2,3,"1,13",causal_current_past_position
promoted_contextual_topk2,2,3,"13,19",causal_current_past_position
promoted_contextual_topk2,2,3,"15,19",causal_current_past_position
promoted_contextual_topk2,2,3,"18,13",causal_current_past_position
promoted_contextual_topk2,2,3,"23,1",causal_current_past_position
promoted_contextual_topk2,2,3,"6,1",causal_current_past_position
promoted_contextual_topk2,2,3,"6,13",causal_current_past_position
promoted_contextual_topk2,2,3,"8,1",causal_current_past_position
promoted_contextual_topk2,1,3,"0,11",causal_current_past_position
promoted_contextual_topk2,1,3,"0,3",causal_current_past_position
promoted_contextual_topk2,1,3,"0,7",causal_current_past_position
promoted_contextual_topk2,1,3,"10,14",causal_current_past_position
promoted_contextual_topk2,1,3,"11,1",causal_current_past_position
promoted_contextual_topk2,1,3,"11,22",causal_current_past_position
promoted_contextual_topk2,1,3,"11,3",causal_current_past_position
promoted_contextual_topk2,1,3,"13,0",causal_current_past_position
promoted_contextual_topk2,1,3,"13,7",causal_current_past_position
promoted_contextual_topk2,1,3,"14,18",causal_current_past_position
promoted_contextual_topk2,1,3,"14,7",causal_current_past_position
promoted_contextual_topk2,1,3,"15,23",causal_current_past_position
promoted_contextual_topk2,1,3,"16,11",causal_current_past_position
promoted_contextual_topk2,1,3,"16,19",causal_current_past_position
promoted_contextual_topk2,1,3,"16,3",causal_current_past_position
promoted_contextual_topk2,1,3,"16,7",causal_current_past_position
promoted_contextual_topk2,1,3,"18,23",causal_current_past_position
promoted_contextual_topk2,1,3,"18,7",causal_current_past_position
promoted_contextual_topk2,1,3,"19,3",causal_current_past_position
promoted_contextual_topk2,1,3,"2,1",causal_current_past_position
promoted_contextual_topk2,1,3,"21,7",causal_current_past_position
promoted_contextual_topk2,1,3,"22,18",causal_current_past_position
promoted_contextual_topk2,1,3,"22,5",causal_current_past_position
promoted_contextual_topk2,1,3,"3,0",causal_current_past_position
promoted_contextual_topk2,1,3,"3,1",causal_current_past_position
promoted_contextual_topk2,1,3,"3,13",causal_current_past_position
promoted_contextual_topk2,1,3,"3,6",causal_current_past_position
promoted_contextual_topk2,1,3,"4,18",causal_current_past_position
promoted_contextual_topk2,1,3,"4,19",causal_current_past_position
promoted_contextual_topk2,1,3,"4,3",causal_current_past_position
promoted_contextual_topk2,1,3,"4,7",causal_current_past_position
promoted_contextual_topk2,1,3,"5,14",causal_current_past_position
promoted_contextual_topk2,1,3,"6,0",causal_current_past_position
promoted_contextual_topk2,1,3,"6,11",causal_current_past_position
promoted_contextual_topk2,1,3,"6,3",causal_current_past_position
promoted_contextual_topk2,1,3,"6,7",causal_current_past_position
promoted_contextual_topk2,1,3,"7,13",causal_current_past_position
promoted_contextual_topk2,1,3,"7,23",causal_current_past_position
promoted_contextual_topk2,1,3,"8,5",causal_current_past_position
promoted_contextual_topk2,5,3,"19,4",current_hidden_only
promoted_contextual_topk2,3,3,"18,1",current_hidden_only
promoted_contextual_topk2,2,3,"1,22",current_hidden_only
promoted_contextual_topk2,2,3,"11,1",current_hidden_only
promoted_contextual_topk2,2,3,"13,18",current_hidden_only
promoted_contextual_topk2,2,3,"16,7",current_hidden_only
promoted_contextual_topk2,2,3,"18,15",current_hidden_only
promoted_contextual_topk2,2,3,"19,13",current_hidden_only
promoted_contextual_topk2,2,3,"2,4",current_hidden_only
promoted_contextual_topk2,2,3,"6,13",current_hidden_only
promoted_contextual_topk2,2,3,"7,19",current_hidden_only
promoted_contextual_topk2,2,3,"8,18",current_hidden_only
promoted_contextual_topk2,1,3,"0,13",current_hidden_only
promoted_contextual_topk2,1,3,"0,6",current_hidden_only
promoted_contextual_topk2,1,3,"0,7",current_hidden_only
promoted_contextual_topk2,1,3,"1,13",current_hidden_only
promoted_contextual_topk2,1,3,"1,18",current_hidden_only
promoted_contextual_topk2,1,3,"10,14",current_hidden_only
promoted_contextual_topk2,1,3,"13,0",current_hidden_only
promoted_contextual_topk2,1,3,"13,1",current_hidden_only
promoted_contextual_topk2,1,3,"14,11",current_hidden_only
promoted_contextual_topk2,1,3,"14,7",current_hidden_only
promoted_contextual_topk2,1,3,"15,6",current_hidden_only
promoted_contextual_topk2,1,3,"15,7",current_hidden_only
promoted_contextual_topk2,1,3,"16,11",current_hidden_only
promoted_contextual_topk2,1,3,"18,13",current_hidden_only
promoted_contextual_topk2,1,3,"18,23",current_hidden_only
promoted_contextual_topk2,1,3,"21,7",current_hidden_only
promoted_contextual_topk2,1,3,"22,18",current_hidden_only
promoted_contextual_topk2,1,3,"23,1",current_hidden_only
promoted_contextual_topk2,1,3,"3,1",current_hidden_only
promoted_contextual_topk2,1,3,"3,22",current_hidden_only
promoted_contextual_topk2,1,3,"3,4",current_hidden_only
promoted_contextual_topk2,1,3,"3,6",current_hidden_only
promoted_contextual_topk2,1,3,"4,18",current_hidden_only
promoted_contextual_topk2,1,3,"4,19",current_hidden_only
promoted_contextual_topk2,1,3,"4,3",current_hidden_only
promoted_contextual_topk2,1,3,"5,14",current_hidden_only
promoted_contextual_topk2,1,3,"6,16",current_hidden_only
promoted_contextual_topk2,1,3,"6,19",current_hidden_only
promoted_contextual_topk2,1,3,"6,21",current_hidden_only
promoted_contextual_topk2,1,3,"6,7",current_hidden_only
promoted_contextual_topk2,1,3,"7,1",current_hidden_only
promoted_contextual_topk2,1,3,"7,13",current_hidden_only
promoted_contextual_topk2,1,3,"7,15",current_hidden_only
promoted_contextual_topk2,1,3,"7,3",current_hidden_only
promoted_contextual_topk2,1,3,"7,6",current_hidden_only
promoted_contextual_topk2,1,3,"8,1",current_hidden_only
promoted_contextual_topk2,27,3,"13,7",position_only
promoted_contextual_topk2,9,3,"3,22",position_only
promoted_contextual_topk2,7,3,"14,22",position_only
promoted_contextual_topk2,6,3,"14,3",position_only
promoted_contextual_topk2,4,3,"7,18",position_only
promoted_contextual_topk2,4,3,"7,3",position_only
promoted_contextual_topk2,2,3,"22,3",position_only
promoted_contextual_topk2,2,3,"7,13",position_only
promoted_contextual_topk2,1,3,"14,13",position_only
promoted_contextual_topk2,1,3,"14,15",position_only
promoted_contextual_topk2,1,3,"3,7",position_only
promoted_contextual_topk2,4,3,"19,13",past_context_only
promoted_contextual_topk2,3,3,"3,0",past_context_only
promoted_contextual_topk2,3,3,"6,3",past_context_only
promoted_contextual_topk2,2,3,"0,13",past_context_only
promoted_contextual_topk2,2,3,"16,3",past_context_only
promoted_contextual_topk2,2,3,"18,13",past_context_only
promoted_contextual_topk2,2,3,"5,1",past_context_only
promoted_contextual_topk2,2,3,"6,13",past_context_only
promoted_contextual_topk2,2,3,"7,1",past_context_only
promoted_contextual_topk2,2,3,"7,13",past_context_only
promoted_contextual_topk2,1,3,"0,11",past_context_only
promoted_contextual_topk2,1,3,"0,3",past_context_only
promoted_contextual_topk2,1,3,"0,6",past_context_only
promoted_contextual_topk2,1,3,"1,3",past_context_only
promoted_contextual_topk2,1,3,"1,6",past_context_only
promoted_contextual_topk2,1,3,"10,14",past_context_only
promoted_contextual_topk2,1,3,"11,0",past_context_only
promoted_contextual_topk2,1,3,"11,1",past_context_only
promoted_contextual_topk2,1,3,"11,16",past_context_only
promoted_contextual_topk2,1,3,"11,3",past_context_only
promoted_contextual_topk2,1,3,"13,0",past_context_only
promoted_contextual_topk2,1,3,"13,19",past_context_only
promoted_contextual_topk2,1,3,"13,6",past_context_only
promoted_contextual_topk2,1,3,"13,7",past_context_only
promoted_contextual_topk2,1,3,"14,4",past_context_only
promoted_contextual_topk2,1,3,"14,7",past_context_only
promoted_contextual_topk2,1,3,"15,1",past_context_only
promoted_contextual_topk2,1,3,"15,19",past_context_only
promoted_contextual_topk2,1,3,"15,23",past_context_only
promoted_contextual_topk2,1,3,"16,7",past_context_only
promoted_contextual_topk2,1,3,"18,23",past_context_only
promoted_contextual_topk2,1,3,"18,7",past_context_only
promoted_contextual_topk2,1,3,"19,3",past_context_only
promoted_contextual_topk2,1,3,"2,1",past_context_only
promoted_contextual_topk2,1,3,"21,18",past_context_only
promoted_contextual_topk2,1,3,"22,18",past_context_only
promoted_contextual_topk2,1,3,"23,0",past_context_only
promoted_contextual_topk2,1,3,"3,13",past_context_only
promoted_contextual_topk2,1,3,"3,6",past_context_only
promoted_contextual_topk2,1,3,"4,14",past_context_only
promoted_contextual_topk2,1,3,"4,18",past_context_only
promoted_contextual_topk2,1,3,"4,3",past_context_only
promoted_contextual_topk2,1,3,"5,18",past_context_only
promoted_contextual_topk2,1,3,"5,22",past_context_only
promoted_contextual_topk2,1,3,"5,3",past_context_only
promoted_contextual_topk2,1,3,"6,1",past_context_only
promoted_contextual_topk2,1,3,"7,0",past_context_only
promoted_contextual_topk2,1,3,"7,4",past_context_only
promoted_contextual_topk2,1,3,"7,6",past_context_only
promoted_contextual_topk2,1,3,"8,1",past_context_only
linear_topk2_control,7,3,"1,0",linear_actual
linear_topk2_control,6,3,"0,4",linear_actual
linear_topk2_control,5,3,"1,2",linear_actual
linear_topk2_control,5,3,"4,0",linear_actual
linear_topk2_control,4,3,"0,1",linear_actual
linear_topk2_control,4,3,"2,1",linear_actual
linear_topk2_control,3,3,"0,2",linear_actual
linear_topk2_control,3,3,"0,9",linear_actual
linear_topk2_control,3,3,"3,0",linear_actual
linear_topk2_control,2,3,"1,10",linear_actual
linear_topk2_control,2,3,"1,4",linear_actual
linear_topk2_control,2,3,"2,0",linear_actual
linear_topk2_control,2,3,"2,4",linear_actual
linear_topk2_control,2,3,"3,1",linear_actual
linear_topk2_control,2,3,"4,2",linear_actual
linear_topk2_control,1,3,"0,12",linear_actual
linear_topk2_control,1,3,"0,3",linear_actual
linear_topk2_control,1,3,"0,7",linear_actual
linear_topk2_control,1,3,"1,12",linear_actual
linear_topk2_control,1,3,"1,3",linear_actual
linear_topk2_control,1,3,"1,6",linear_actual
linear_topk2_control,1,3,"2,21",linear_actual
linear_topk2_control,1,3,"2,6",linear_actual
linear_topk2_control,1,3,"2,8",linear_actual
linear_topk2_control,1,3,"3,4",linear_actual
linear_topk2_control,1,3,"4,1",linear_actual
linear_topk2_control,1,3,"6,4",linear_actual
causal_contextual_topk2,2,3,"0,8",actual_causal_context
causal_contextual_topk2,2,3,"12,0",actual_causal_context
causal_contextual_topk2,2,3,"12,1",actual_causal_context
causal_contextual_topk2,2,3,"14,19",actual_causal_context
causal_contextual_topk2,2,3,"15,3",actual_causal_context
causal_contextual_topk2,2,3,"16,1",actual_causal_context
causal_contextual_topk2,2,3,"21,12",actual_causal_context
causal_contextual_topk2,2,3,"23,19",actual_causal_context
causal_contextual_topk2,2,3,"8,18",actual_causal_context
causal_contextual_topk2,2,3,"9,11",actual_causal_context
causal_contextual_topk2,1,3,"0,1",actual_causal_context
causal_contextual_topk2,1,3,"0,11",actual_causal_context
causal_contextual_topk2,1,3,"0,12",actual_causal_context
causal_contextual_topk2,1,3,"0,3",actual_causal_context
causal_contextual_topk2,1,3,"1,14",actual_causal_context
causal_contextual_topk2,1,3,"1,8",actual_causal_context
causal_contextual_topk2,1,3,"1,9",actual_causal_context
causal_contextual_topk2,1,3,"10,0",actual_causal_context
causal_contextual_topk2,1,3,"10,1",actual_causal_context
causal_contextual_topk2,1,3,"10,15",actual_causal_context
causal_contextual_topk2,1,3,"11,12",actual_causal_context
causal_contextual_topk2,1,3,"11,9",actual_causal_context
causal_contextual_topk2,1,3,"12,21",actual_causal_context
causal_contextual_topk2,1,3,"12,9",actual_causal_context
causal_contextual_topk2,1,3,"13,1",actual_causal_context
causal_contextual_topk2,1,3,"14,1",actual_causal_context
causal_contextual_topk2,1,3,"15,22",actual_causal_context
causal_contextual_topk2,1,3,"16,19",actual_causal_context
causal_contextual_topk2,1,3,"16,9",actual_causal_context
causal_contextual_topk2,1,3,"17,0",actual_causal_context
causal_contextual_topk2,1,3,"17,1",actual_causal_context
causal_contextual_topk2,1,3,"17,12",actual_causal_context
causal_contextual_topk2,1,3,"17,16",actual_causal_context
causal_contextual_topk2,1,3,"18,21",actual_causal_context
causal_contextual_topk2,1,3,"18,8",actual_causal_context
causal_contextual_topk2,1,3,"19,0",actual_causal_context
causal_contextual_topk2,1,3,"19,14",actual_causal_context
causal_contextual_topk2,1,3,"19,18",actual_causal_context
causal_contextual_topk2,1,3,"20,19",actual_causal_context
causal_contextual_topk2,1,3,"21,0",actual_causal_context
causal_contextual_topk2,1,3,"21,18",actual_causal_context
causal_contextual_topk2,1,3,"22,14",actual_causal_context
causal_contextual_topk2,1,3,"22,19",actual_causal_context
causal_contextual_topk2,1,3,"23,17",actual_causal_context
causal_contextual_topk2,1,3,"3,0",actual_causal_context
causal_contextual_topk2,1,3,"3,1",actual_causal_context
causal_contextual_topk2,1,3,"3,9",actual_causal_context
causal_contextual_topk2,1,3,"4,12",actual_causal_context
causal_contextual_topk2,1,3,"5,15",actual_causal_context
causal_contextual_topk2,1,3,"6,12",actual_causal_context
causal_contextual_topk2,1,3,"6,16",actual_causal_context
causal_contextual_topk2,1,3,"6,19",actual_causal_context
causal_contextual_topk2,1,3,"7,11",actual_causal_context
causal_contextual_topk2,1,3,"9,16",actual_causal_context
causal_contextual_topk2,2,3,"0,8",causal_current_past_position
causal_contextual_topk2,2,3,"12,0",causal_current_past_position
causal_contextual_topk2,2,3,"12,1",causal_current_past_position
causal_contextual_topk2,2,3,"14,19",causal_current_past_position
causal_contextual_topk2,2,3,"15,3",causal_current_past_position
causal_contextual_topk2,2,3,"16,1",causal_current_past_position
causal_contextual_topk2,2,3,"21,12",causal_current_past_position
causal_contextual_topk2,2,3,"23,19",causal_current_past_position
causal_contextual_topk2,2,3,"8,18",causal_current_past_position
causal_contextual_topk2,2,3,"9,11",causal_current_past_position
causal_contextual_topk2,1,3,"0,1",causal_current_past_position
causal_contextual_topk2,1,3,"0,11",causal_current_past_position
causal_contextual_topk2,1,3,"0,12",causal_current_past_position
causal_contextual_topk2,1,3,"0,3",causal_current_past_position
causal_contextual_topk2,1,3,"1,14",causal_current_past_position
causal_contextual_topk2,1,3,"1,8",causal_current_past_position
causal_contextual_topk2,1,3,"1,9",causal_current_past_position
causal_contextual_topk2,1,3,"10,0",causal_current_past_position
causal_contextual_topk2,1,3,"10,1",causal_current_past_position
causal_contextual_topk2,1,3,"10,15",causal_current_past_position
causal_contextual_topk2,1,3,"11,12",causal_current_past_position
causal_contextual_topk2,1,3,"11,9",causal_current_past_position
causal_contextual_topk2,1,3,"12,21",causal_current_past_position
causal_contextual_topk2,1,3,"12,9",causal_current_past_position
causal_contextual_topk2,1,3,"13,1",causal_current_past_position
causal_contextual_topk2,1,3,"14,1",causal_current_past_position
causal_contextual_topk2,1,3,"15,22",causal_current_past_position
causal_contextual_topk2,1,3,"16,19",causal_current_past_position
causal_contextual_topk2,1,3,"16,9",causal_current_past_position
causal_contextual_topk2,1,3,"17,0",causal_current_past_position
causal_contextual_topk2,1,3,"17,1",causal_current_past_position
causal_contextual_topk2,1,3,"17,12",causal_current_past_position
causal_contextual_topk2,1,3,"17,16",causal_current_past_position
causal_contextual_topk2,1,3,"18,21",causal_current_past_position
causal_contextual_topk2,1,3,"18,8",causal_current_past_position
causal_contextual_topk2,1,3,"19,0",causal_current_past_position
causal_contextual_topk2,1,3,"19,14",causal_current_past_position
causal_contextual_topk2,1,3,"19,18",causal_current_past_position
causal_contextual_topk2,1,3,"20,19",causal_current_past_position
causal_contextual_topk2,1,3,"21,0",causal_current_past_position
causal_contextual_topk2,1,3,"21,18",causal_current_past_position
causal_contextual_topk2,1,3,"22,14",causal_current_past_position
causal_contextual_topk2,1,3,"22,19",causal_current_past_position
causal_contextual_topk2,1,3,"23,17",causal_current_past_position
causal_contextual_topk2,1,3,"3,0",causal_current_past_position
causal_contextual_topk2,1,3,"3,1",causal_current_past_position
causal_contextual_topk2,1,3,"3,9",causal_current_past_position
causal_contextual_topk2,1,3,"4,12",causal_current_past_position
causal_contextual_topk2,1,3,"5,15",causal_current_past_position
causal_contextual_topk2,1,3,"6,12",causal_current_past_position
causal_contextual_topk2,1,3,"6,16",causal_current_past_position
causal_contextual_topk2,1,3,"6,19",causal_current_past_position
causal_contextual_topk2,1,3,"7,11",causal_current_past_position
causal_contextual_topk2,1,3,"9,16",causal_current_past_position
causal_contextual_topk2,2,3,"0,8",current_past_no_position
causal_contextual_topk2,2,3,"12,0",current_past_no_position
causal_contextual_topk2,2,3,"12,1",current_past_no_position
causal_contextual_topk2,2,3,"14,19",current_past_no_position
causal_contextual_topk2,2,3,"15,3",current_past_no_position
causal_contextual_topk2,2,3,"16,1",current_past_no_position
causal_contextual_topk2,2,3,"21,12",current_past_no_position
causal_contextual_topk2,2,3,"23,19",current_past_no_position
causal_contextual_topk2,2,3,"8,18",current_past_no_position
causal_contextual_topk2,2,3,"9,11",current_past_no_position
causal_contextual_topk2,1,3,"0,1",current_past_no_position
causal_contextual_topk2,1,3,"0,11",current_past_no_position
causal_contextual_topk2,1,3,"0,12",current_past_no_position
causal_contextual_topk2,1,3,"0,3",current_past_no_position
causal_contextual_topk2,1,3,"1,14",current_past_no_position
causal_contextual_topk2,1,3,"1,8",current_past_no_position
causal_contextual_topk2,1,3,"1,9",current_past_no_position
causal_contextual_topk2,1,3,"10,0",current_past_no_position
causal_contextual_topk2,1,3,"10,1",current_past_no_position
causal_contextual_topk2,1,3,"10,15",current_past_no_position
causal_contextual_topk2,1,3,"11,12",current_past_no_position
causal_contextual_topk2,1,3,"11,9",current_past_no_position
causal_contextual_topk2,1,3,"12,21",current_past_no_position
causal_contextual_topk2,1,3,"12,9",current_past_no_position
causal_contextual_topk2,1,3,"13,1",current_past_no_position
causal_contextual_topk2,1,3,"14,1",current_past_no_position
causal_contextual_topk2,1,3,"15,22",current_past_no_position
causal_contextual_topk2,1,3,"16,19",current_past_no_position
causal_contextual_topk2,1,3,"16,9",current_past_no_position
causal_contextual_topk2,1,3,"17,0",current_past_no_position
causal_contextual_topk2,1,3,"17,1",current_past_no_position
causal_contextual_topk2,1,3,"17,12",current_past_no_position
causal_contextual_topk2,1,3,"17,16",current_past_no_position
causal_contextual_topk2,1,3,"18,21",current_past_no_position
causal_contextual_topk2,1,3,"18,8",current_past_no_position
causal_contextual_topk2,1,3,"19,0",current_past_no_position
causal_contextual_topk2,1,3,"19,14",current_past_no_position
causal_contextual_topk2,1,3,"19,18",current_past_no_position
causal_contextual_topk2,1,3,"20,19",current_past_no_position
causal_contextual_topk2,1,3,"21,0",current_past_no_position
causal_contextual_topk2,1,3,"21,18",current_past_no_position
causal_contextual_topk2,1,3,"22,14",current_past_no_position
causal_contextual_topk2,1,3,"22,19",current_past_no_position
causal_contextual_topk2,1,3,"23,17",current_past_no_position
causal_contextual_topk2,1,3,"3,0",current_past_no_position
causal_contextual_topk2,1,3,"3,1",current_past_no_position
causal_contextual_topk2,1,3,"3,9",current_past_no_position
causal_contextual_topk2,1,3,"4,12",current_past_no_position
causal_contextual_topk2,1,3,"5,15",current_past_no_position
causal_contextual_topk2,1,3,"6,12",current_past_no_position
causal_contextual_topk2,1,3,"6,16",current_past_no_position
causal_contextual_topk2,1,3,"6,19",current_past_no_position
causal_contextual_topk2,1,3,"7,11",current_past_no_position
causal_contextual_topk2,1,3,"9,14",current_past_no_position
causal_contextual_topk2,6,3,"0,8",current_hidden_only
causal_contextual_topk2,3,3,"17,1",current_hidden_only
causal_contextual_topk2,3,3,"9,20",current_hidden_only
causal_contextual_topk2,2,3,"1,3",current_hidden_only
causal_contextual_topk2,2,3,"11,12",current_hidden_only
causal_contextual_topk2,2,3,"12,0",current_hidden_only
causal_contextual_topk2,2,3,"12,6",current_hidden_only
causal_contextual_topk2,2,3,"16,6",current_hidden_only
causal_contextual_topk2,2,3,"18,8",current_hidden_only
causal_contextual_topk2,2,3,"19,18",current_hidden_only
causal_contextual_topk2,2,3,"23,19",current_hidden_only
causal_contextual_topk2,1,3,"0,1",current_hidden_only
causal_contextual_topk2,1,3,"1,14",current_hidden_only
causal_contextual_topk2,1,3,"1,8",current_hidden_only
causal_contextual_topk2,1,3,"10,15",current_hidden_only
causal_contextual_topk2,1,3,"10,6",current_hidden_only
causal_contextual_topk2,1,3,"12,14",current_hidden_only
causal_contextual_topk2,1,3,"12,16",current_hidden_only
causal_contextual_topk2,1,3,"12,21",current_hidden_only
causal_contextual_topk2,1,3,"12,8",current_hidden_only
causal_contextual_topk2,1,3,"13,1",current_hidden_only
causal_contextual_topk2,1,3,"14,0",current_hidden_only
causal_contextual_topk2,1,3,"14,1",current_hidden_only
causal_contextual_topk2,1,3,"14,6",current_hidden_only
causal_contextual_topk2,1,3,"15,14",current_hidden_only
causal_contextual_topk2,1,3,"15,17",current_hidden_only
causal_contextual_topk2,1,3,"15,22",current_hidden_only
causal_contextual_topk2,1,3,"16,12",current_hidden_only
causal_contextual_topk2,1,3,"16,9",current_hidden_only
causal_contextual_topk2,1,3,"19,0",current_hidden_only
causal_contextual_topk2,1,3,"19,21",current_hidden_only
causal_contextual_topk2,1,3,"21,19",current_hidden_only
causal_contextual_topk2,1,3,"21,6",current_hidden_only
causal_contextual_topk2,1,3,"22,11",current_hidden_only
causal_contextual_topk2,1,3,"22,19",current_hidden_only
causal_contextual_topk2,1,3,"23,3",current_hidden_only
causal_contextual_topk2,1,3,"3,1",current_hidden_only
causal_contextual_topk2,1,3,"3,19",current_hidden_only
causal_contextual_topk2,1,3,"4,1",current_hidden_only
causal_contextual_topk2,1,3,"6,12",current_hidden_only
causal_contextual_topk2,1,3,"6,16",current_hidden_only
causal_contextual_topk2,1,3,"6,19",current_hidden_only
causal_contextual_topk2,1,3,"7,8",current_hidden_only
causal_contextual_topk2,1,3,"8,18",current_hidden_only
causal_contextual_topk2,1,3,"8,23",current_hidden_only
causal_contextual_topk2,1,3,"9,14",current_hidden_only
causal_contextual_topk2,1,3,"9,16",current_hidden_only
